Query ID,Predicted Cardinality
632,25094096
633,23
634,647
635,44780736
636,89007712
637,27501
638,23848
639,1065988
640,13067
641,719370
642,1868
643,380917
644,13124206
645,1236858
646,451594
647,73800
648,2597395
649,3
650,5153
651,14
652,5352496
653,314867
654,37548
655,36931
656,91
657,8455357
658,23
659,29
660,492789
661,667018
662,123
663,1167626
664,3684555
665,876964
666,2682742
667,236501
668,194
669,168
670,43877
671,395858
672,108
673,3995521
674,64
675,60265844
676,1303005
677,19486
678,89578088
679,1021420
680,20
681,5
682,4845478
683,88
684,10098575
685,8598598
686,44539
687,67
688,1256312
689,454691
690,630831
691,388030
692,27850264
693,385030
694,42
695,32538
696,32140742
697,8619377
698,1818620
699,131252144
700,5367345
701,377899
702,419060
703,35
704,2141032
705,28
706,175817
707,1963551
708,5697088
709,390912
710,3557382
711,620174
712,392194
713,56574
714,2440
715,4955
716,70698608
717,6773
718,186
719,20726742
720,936559
721,988368
722,19669064
723,86
724,43964548
725,8413674
726,12164026
727,5102660
728,118837256
729,3003560
730,2068654
731,1131589
732,87
733,2483496
734,11454
735,335044
736,396542
737,2398048
738,32958
739,171
740,2160732
741,2127831
742,6421242
743,39473432
744,34971792
745,13052808
746,21
747,101
748,2820664
749,9117
750,440890
751,40
752,1473304
753,294
754,10707171
755,226
756,1037
757,187640
758,3915518
759,197
760,367197
761,1904119
762,410221
763,1026144
764,21
765,3060181
766,11403
767,237
768,50681
769,6358
770,161082
771,2637244
772,19392546
773,5
774,29029320
775,6
776,83967
777,3632513
778,4881610
779,3704
780,2579476
781,70
782,1714402
783,38210540
784,67558824
785,1109411
786,2093161
787,1435590
788,1153829
789,1331890
790,193479248
791,42
792,3240476
793,34614
794,331247
795,158457
796,81075
797,136
798,285370
799,91037
800,305521
801,11292
802,68694
803,3793
804,461985
805,6172487
806,563688
807,5052542
808,95
809,897019
810,407934
811,220525
812,17620206
813,153099936
814,137177
815,3102828
816,45
817,2769
818,1076747
819,1985
820,725272
821,2169364
822,176370
823,11694817
824,5
825,52380448
826,106126320
827,3100337
828,1039866
829,27891
830,5821
831,5556090
832,1913873
833,82487
834,30477700
835,38
836,3003394
837,28354528
838,43053632
839,72330
840,79548
841,38551384
842,28165
843,3487
844,543452
845,402830
846,395
847,1576131
848,5562796
849,5252940
850,1299400
851,48
852,11191564
853,194812
854,513659
855,307682
856,26781192
857,10465
858,2730278
859,83130
860,78602688
861,1
862,22
863,141455280
864,65027956
865,4188
866,308538
867,811369
868,6280288
869,29693254
870,31258652
871,62404
872,2887086
873,932871
874,1771935
875,8362781
876,262737
877,47915328
878,435761
879,103516
880,9643703
881,9706
882,5444
883,57614
884,758857
885,606406
886,777372
887,3298873
888,2330918
889,213969
890,31
891,160751
892,2186048
893,49626
894,88
895,3519000
896,1919
897,3283812
898,2168274
899,57
900,3692460
901,27
902,90784
903,337
904,35523
905,32
906,1010980
907,2658336
908,1324037
909,7274
910,58
911,27435486
912,801
913,70245232
914,537123
915,284
916,732529
917,74
918,2858410
919,1731
920,4202
921,383784
922,2241214
923,92979
924,2305698
925,1615094
926,554100
927,44659
928,63
929,4657266
930,1299286
931,982294
932,42
933,2166619
934,235
935,256753840
936,94939
937,24
938,440990
939,39472984
940,1460241
941,212
942,359
943,278373
944,100
945,152
946,41
947,31918552
948,227152
949,1515761
950,3165510
951,24
952,865495
953,632937
954,37864
955,92
956,6890
957,632
958,714568
959,1017
960,2574870
961,4887
962,299803
963,531
964,2278017
965,363
966,6215082
967,1850897
968,7203504
969,92
970,1705715
971,859285
972,1050450
973,5895820
974,20026802
975,1819
976,1508
977,399554
978,1
979,3176
980,1191661
981,3663955
982,3511354
983,2172236
984,8632054
985,49123
986,1105147
987,174
988,565394
989,5179546
990,968
991,696142
992,2613528
993,1527557
994,4256822
995,378404
996,83732
997,24
998,1819109
999,10143
1000,1163404
1001,12670584
1002,1419813
1003,1309
1004,1361373
1005,13188394
1006,1634243
1007,529
1008,140534
1009,1205878
1010,500
1011,125
1012,504225
1013,5624575
1014,8793
1015,2635
1016,1563
1017,21344
1018,53722
1019,923388
1020,1396635
1021,378
1022,4076549
1023,250741
1024,48506
1025,1560911
1026,31
1027,997314
1028,112
1029,1070941
1030,27776
1031,3687476
1032,952285
1033,8225774
1034,27740
1035,905526
1036,291275
1037,114392
1038,6941112
1039,13
1040,9237926
1041,88104
1042,1841174
1043,553557
1044,614110
1045,11211349
1046,3753491
1047,1194072
1048,54
1049,1775303
1050,5741
1051,82
1052,240483
1053,13666081
1054,10202463
1055,202726
1056,1596707
1057,5966847
1058,961
1059,3667304
1060,64928
1061,355547
1062,9619324
1063,3487812
1064,1711
1065,555181
1066,4662118
1067,59448
1068,93476
1069,131552
1070,400699
1071,540
1072,2303977
1073,65213
1074,220
1075,17188152
1076,460537
1077,46416
1078,52902660
1079,145419
1080,39178504
1081,20571918
1082,7461057
1083,224078
1084,789807
1085,46
1086,4057238
1087,5
1088,28756
1089,2
1090,2744288
1091,5265172
1092,7
1093,8368915
1094,32208738
1095,8734
1096,38885
1097,841510
1098,7526
1099,52648
1100,663554
1101,373062
1102,1141838
1103,12670703
1104,2207848
1105,672080
1106,1878
1107,9376889
1108,411
1109,1368
1110,84
1111,701256
1112,1100278
1113,1255770
1114,382809
1115,847727
1116,2332586
1117,3844258
1118,42030
1119,263746
1120,1734
1121,1121597
1122,119249
1123,181
1124,451085
1125,33214424
1126,1436136
1127,649388
1128,59
1129,1922136
1130,52698
1131,128283
1132,227747
1133,19545576
1134,15564258
1135,5983698
1136,80
1137,30
1138,46286
1139,46729020
1140,915
1141,287735
1142,1401580
1143,282
1144,1459880
1145,1100717
1146,551308
1147,544707
1148,520
1149,5759660
1150,13564233
1151,215838
1152,818765
1153,28855596
1154,69170
1155,633130
1156,37746220
1157,187267
1158,193735
1159,408658
1160,18089014
1161,11686455
1162,7639222
1163,5145742
1164,2219
1165,4212
1166,1388
1167,10078352
1168,15242739
1169,2
1170,4
1171,185
1172,59
1173,279145
1174,57544
1175,119341744
1176,710858
1177,3491
1178,1129902
1179,659
1180,11580525
1181,1672076
1182,23562528
1183,2588325
1184,41
1185,2317192
1186,3467240
1187,11414214
1188,56979
1189,649080
1190,199513
1191,40727932
1192,20163096
1193,41621
1194,2013
1195,2459232
1196,6769518
1197,24466454
1198,2327917
1199,26676
1200,5
1201,3
1202,3611
1203,3133456
1204,7273
1205,1749330
1206,15381785
1207,95
1208,28
1209,4688988
1210,3625571
1211,992749
1212,3249
1213,2795694
1214,3157900
1215,4841520
1216,3184502
1217,1654
1218,299516
1219,261677
1220,552
1221,17
1222,116
1223,1375724
1224,6778350
1225,65459
1226,1324
1227,11684450
1228,259629
1229,15384191
1230,1075
1231,606782
1232,1354112
1233,656268
1234,23870352
1235,6
1236,2912792
1237,13893555
1238,21
1239,2851010
1240,1578754
1241,447712
1242,580
1243,1327
1244,453039
1245,40
1246,12765405
1247,133
1248,52741
1249,3834720
1250,160
1251,963734
1252,335879
1253,6443536
1254,30185
1255,2474859
1256,4413
1257,4553868
1258,3
1259,32
1260,2387637
1261,2201282
1262,1232
1263,13606
1264,290039
1265,20086
1266,2
1267,90
1268,3064004
1269,6
1270,449168
1271,5552763
1272,1603362
1273,1226558
1274,2345251
1275,47
1276,11401
1277,615325
1278,3842327
1279,2894783
1280,3264848
1281,6013876
1282,693289
1283,1150296
1284,1969034
1285,1167352
1286,70848856
1287,4059
1288,158450
1289,19742920
1290,12031004
1291,22021164
1292,40366
1293,351783
1294,33339
1295,2953826
1296,14596
1297,1806804
1298,612814
1299,2298221
1300,20256
1301,321437
1302,16130553
1303,3840426
1304,1514693
1305,1079502
1306,677150
1307,16285029
1308,3
1309,3806486
1310,1327330
1311,156614
1312,3566466
1313,118973
1314,1690734
1315,172688672
1316,198
1317,15
1318,54
1319,564632
1320,1015
1321,19324
1322,11212931
1323,2193718
1324,72921
1325,3100766
1326,305669
1327,1365812
1328,303706
1329,35247
1330,16126
1331,8505897
1332,890726
1333,44334388
1334,161966288
1335,4419
1336,7928799
1337,9381629
1338,2555
1339,73068
1340,20187916
1341,90
1342,16020447
1343,3660832
1344,193
1345,34
1346,179
1347,74482712
1348,53
1349,48499
1350,200
1351,3940206
1352,1655500
1353,384514
1354,1756261
1355,418687
1356,2348460
1357,2942
1358,232266
1359,12730271
1360,58
1361,5890
1362,39
1363,266627
1364,56
1365,293068
1366,18567
1367,591525
1368,432756
1369,2651680
1370,2263387
1371,50932
1372,38
1373,76932552
1374,2699
1375,5660
1376,97644
1377,191
1378,12854806
1379,3256447
1380,1108949
1381,350
1382,61118996
1383,803373
1384,1710
1385,378476
1386,32
1387,12220932
1388,283207
1389,12044412
1390,11423689
1391,166847
1392,558
1393,23755712
1394,39610
1395,134
1396,150628
1397,422746
1398,470
1399,30
1400,158154
1401,13500
1402,70997
1403,170690
1404,2521684
1405,9803625
1406,967491
1407,86431
1408,3756098
1409,95
1410,443224
1411,1879084
1412,84103
1413,3861590
1414,59021
1415,5358435
1416,8572855
1417,213157
1418,608490
1419,98173640
1420,94894
1421,31
1422,471846
1423,1988522
1424,2447697
1425,951237
1426,28783
1427,45807
1428,194301
1429,12532
1430,7816392
1431,92591
1432,875604
1433,25
1434,24099
1435,158245
1436,364899
1437,63
1438,90
1439,3775
1440,284194
1441,548036
1442,5067192
1443,443616
1444,28911348
1445,21
1446,26161454
1447,3921
1448,39172004
1449,799069
1450,235
1451,2
1452,50961
1453,1034975
1454,384293
1455,612798
1456,75578
1457,10778169
1458,1409
1459,3850011
1460,15245122
1461,457046
1462,118895
1463,28837770
1464,2268595
1465,1742565
1466,2206122
1467,3251
1468,277
1469,545161
1470,284354
1471,564870
1472,851572
1473,1455
1474,4146
1475,20205482
1476,14563461
1477,51181
1478,1100320
1479,4304486
1480,454507
1481,884105
1482,819912
1483,916731
1484,37002
1485,372606
1486,1326158
1487,6678985
1488,1835763
1489,19
1490,5571
1491,11
1492,800886
1493,676
1494,72523
1495,323806
1496,264859
1497,1647870
1498,19
1499,358
1500,11582
1501,29
1502,24541
1503,6592
1504,42
1505,17054232
1506,338
1507,122284
1508,11431
1509,55396272
1510,12734375
1511,7989
1512,576
1513,89
1514,1482260
1515,87456
1516,36
1517,28171
1518,291287
1519,4188796
1520,23096
1521,100668
1522,8267598
1523,61
1524,1361630
1525,2324686
1526,1797030
1527,736313
1528,9679398
1529,6319
1530,2282910
1531,5372
1532,7
1533,1582667
1534,2
1535,52
1536,90602544
1537,953314
1538,8051
1539,250859
1540,186621
1541,2280930
1542,530535
1543,813883
1544,35037
1545,142483
1546,4912
1547,14024
1548,2263
1549,1348615
1550,15862581
1551,30345736
1552,14136756
1553,5
1554,251
1555,213758
1556,137
1557,299
1558,280375
1559,21540812
1560,546
1561,10112858
1562,3783165
1563,628892
1564,18159952
1565,742142
1566,2773821
1567,4035281
1568,57
1569,6337632
1570,5101360
1571,2299126
1572,13
1573,1813376
1574,330873
1575,354958
1576,6697
1577,28803466
1578,794327
1579,2811
1580,3063358
1581,2344678
1582,1854935
1583,7423639
1584,6591
1585,499764
1586,9502
1587,948060
1588,4599
1589,13601021
1590,4003202
1591,111
1592,13
1593,254
1594,185718
1595,48
1596,3796440
1597,18904770
1598,177589
1599,4744
1600,529
1601,2019836
1602,8
1603,382564
1604,9217016
1605,316
1606,3374843
1607,1489071
1608,788537
1609,1273166
1610,53
1611,42792
1612,828980
1613,21083600
1614,434688
1615,87554
1616,13211382
1617,3190606
1618,68
1619,9448829
1620,1857206
1621,3725603
1622,3755990
1623,942834
1624,120874
1625,8597081
1626,12466
1627,535
1628,36
1629,3071660
1630,76214
1631,126700816
1632,307
1633,302534
1634,23475010
1635,149
1636,63
1637,230609
1638,1124698
1639,211454
1640,8
1641,2097045
1642,3901018
1643,256450
1644,259780
1645,30
1646,684
1647,2430
1648,1494
1649,5
1650,115885
1651,1882777
1652,65437548
1653,77333
1654,38464
1655,3724615
1656,18073186
1657,12055744
1658,15915
1659,2
1660,13182
1661,1613433
1662,949585
1663,200569
1664,2166958
1665,2224627
1666,2083233
1667,3430
1668,28
1669,74
1670,374283
1671,8336924
1672,10122
1673,2611856
1674,6581114
1675,2344520
1676,26629608
1677,33707116
1678,3
1679,153
1680,114023
1681,3778009
1682,11476
1683,14575575
1684,20956786
1685,3559864
1686,727545
1687,1483029
1688,1594978
1689,137123312
1690,4259956
1691,3881317
1692,913710
1693,110062
1694,283
1695,302
1696,39279
1697,203165968
1698,402626
1699,4995550
1700,175236576
1701,24682628
1702,943822
1703,71
1704,15577028
1705,535
1706,3171464
1707,3764242
1708,10
1709,194945040
1710,373
1711,80307
1712,699427
1713,29799
1714,516
1715,2228562
1716,154491552
1717,23348904
1718,20
1719,78033
1720,299
1721,609
1722,117723
1723,365304
1724,3562876
1725,11222838
1726,208775
1727,9199839
1728,8486508
1729,366729
1730,14520910
1731,3646623
1732,65
1733,7147398
1734,1274604
1735,15483
1736,58433728
1737,750
1738,25346976
1739,4
1740,335004
1741,13446
1742,601
1743,406651
1744,154506
1745,83673
1746,1833302
1747,170983
1748,151315
1749,28856
1750,1206081
1751,18051000
1752,100010
1753,634305
1754,69358
1755,3848602
1756,17
1757,26
1758,2128367
1759,4
1760,1843018
1761,1294300
1762,144
1763,506347
1764,96233848
1765,1437514
1766,24976820
1767,53
1768,693540
1769,8256
1770,46
1771,109
1772,35993
1773,1996969
1774,8125816
1775,18565
1776,3522986
1777,29
1778,62
1779,23966792
1780,41214
1781,3782238
1782,742
1783,2934506
1784,1396311
1785,38464
1786,22067752
1787,3749223
1788,5502651
1789,668163
1790,216387
1791,3811578
1792,375083
1793,10452379
1794,52
1795,6224786
1796,45
1797,4147274
1798,57435368
1799,8393398
1800,119710840
1801,866878
1802,26
1803,291989
1804,1762854
1805,92
1806,78122
1807,27739148
1808,256171
1809,4141646
1810,57
1811,12
1812,1406848
1813,552396
1814,18394564
1815,13709262
1816,3523
1817,13714363
1818,11993086
1819,237936
1820,15314
1821,592681
1822,1090749
1823,7891
1824,135373600
1825,825721
1826,173664
1827,237899
1828,14310
1829,210214
1830,542502
1831,172418
1832,9140232
1833,3070041
1834,255592
1835,17134112
1836,1338303
1837,463289
1838,83730
1839,1838335
1840,3408
1841,43396
1842,17342104
1843,577849
1844,143302
1845,25
1846,307815
1847,34
1848,4892656
1849,55
1850,105203
1851,2418772
1852,4443146
1853,1670
1854,27813426
1855,29550422
1856,230597
1857,220
1858,115734
1859,145409024
1860,40118
1861,77
1862,11280633
1863,220165
1864,245
1865,3386795
1866,5329798
1867,5160086
1868,3439686
1869,229443
1870,29646
1871,812126
1872,166915248
1873,80372360
1874,80
1875,109
1876,3783
1877,8
1878,12934
1879,2914490
1880,729809
1881,179911
1882,705463
1883,207966
1884,9568
1885,376474
1886,75977
1887,160
1888,4010142
1889,11547440
1890,3745135
1891,21608
1892,127606
1893,236
1894,6741564
1895,5323
1896,53234152
1897,1825236
1898,174868
1899,196515
1900,2654253
1901,2227863
1902,348789
1903,23
1904,2
1905,3084906
1906,1704495
1907,84
1908,35
1909,795100
1910,49
1911,23162078
1912,474416
1913,61557
1914,1700167
1915,10
1916,1765801
1917,2334858
1918,121
1919,18695
1920,186260
1921,347821
1922,120
1923,201
1924,1058863
1925,287912
1926,9351028
1927,6138878
1928,19560
1929,68452776
1930,585075
1931,615
1932,383621
1933,658757
1934,530936
1935,1028671
1936,2075
1937,55
1938,99
1939,59260
1940,615056
1941,480083
1942,5894
1943,7038
1944,3249500
1945,3509773
1946,5813288
1947,144041
1948,752247
1949,4063154
1950,1409
1951,117576
1952,579750
1953,196695984
1954,7203
1955,12413
1956,21639
1957,354918
1958,318781
1959,1814
1960,10912542
1961,1946
1962,2470966
1963,3401403
1964,20636172
1965,15421003
1966,12678
1967,95439
1968,2388
1969,193
1970,82739
1971,2206111
1972,374106
1973,31244406
1974,39
1975,43
1976,31
1977,12704
1978,886476
1979,18116914
1980,16474
1981,324611
1982,978993
1983,246
1984,9486878
1985,2370
1986,2631220
1987,1520489
1988,282
1989,93616864
1990,9577456
1991,53964
1992,3874
1993,225225
1994,160
1995,3327208
1996,475
1997,21546
1998,630161
1999,161113
