Query ID,Predicted Cardinality
1027,954636
1028,85
1029,1062915
1030,19694
1031,3511813
1032,1665678
1033,8586003
1034,19336
1035,907430
1036,293535
1037,123712
1038,7686094
1039,28
1040,8707974
1041,83016
1042,1801177
1043,554763
1044,583207
1045,8684048
1046,3972576
1047,1051647
1048,41
1049,1317760
1050,5379
1051,83
1052,227868
1053,13705340
1054,9284577
1055,192812
1056,1638242
1057,7213431
1058,1044
1059,4805823
1060,67989
1061,364209
1062,8723301
1063,3511240
1064,2565
1065,524699
1066,4105263
1067,36115
1068,119491
1069,139480
1070,675425
1071,632
1072,2379032
1073,77589
1074,170
1075,16948808
1076,431723
1077,40524
1078,44814316
1079,144073
1080,34239492
1081,29850834
1082,5390768
1083,221528
1084,799780
1085,72
1086,3777083
1087,3
1088,25216
1089,2
1090,3245453
1091,6345701
1092,8
1093,8518357
1094,28752308
1095,11603
1096,26466
1097,794647
1098,1950
1099,35358
1100,571018
1101,336055
1102,1120616
1103,13364462
1104,1231857
1105,688102
1106,1086
1107,9078101
1108,330
1109,1662
1110,74
1111,778040
1112,813629
1113,1148564
1114,392380
1115,883107
1116,3213849
1117,3891462
1118,40981
1119,626908
1120,3256
1121,1101697
1122,109946
1123,302
1124,382697
1125,22128868
1126,1300353
1127,584640
1128,61
1129,1648704
1130,63917
1131,88972
1132,156909
1133,17255032
1134,16495229
1135,3519719
1136,67
1137,19
1138,24386
1139,42650280
1140,842
1141,274057
1142,1557289
1143,267
1144,1322789
1145,879183
1146,507857
1147,478828
1148,568
1149,5914472
1150,14295403
1151,174071
1152,757698
1153,36091688
1154,72769
1155,687593
1156,34633848
1157,179295
1158,243634
1159,321441
1160,15208702
1161,10546219
1162,8493746
1163,4368976
1164,2026
1165,2952
1166,1627
1167,7672018
1168,15868028
1169,6
1170,6
1171,222
1172,41
1173,456731
1174,25511
1175,132145144
1176,735906
1177,2413
1178,959217
1179,433
1180,9811089
1181,1727063
1182,22282528
1183,2697221
1184,40
1185,1539393
1186,3280970
1187,10273720
1188,48604
1189,570473
1190,267616
1191,47565304
1192,15899869
1193,30609
1194,1832
1195,2298830
1196,8147528
1197,25932034
1198,2310856
1199,20178
1200,6
1201,2
1202,2839
1203,3176424
1204,6704
1205,1697944
1206,21501280
1207,302
1208,27
1209,5106568
1210,3586846
1211,958279
1212,3187
1213,2225726
1214,2979575
1215,4562480
1216,3202675
1217,1356
1218,335254
1219,658862
1220,567
1221,33
1222,160
1223,1498556
1224,5979266
1225,35247
1226,1884
1227,14613600
1228,297330
1229,13912967
1230,2002
1231,516175
1232,1309892
1233,695400
1234,25295640
1235,5
1236,2902911
1237,11850764
1238,18
1239,3065772
1240,1470693
1241,438171
1242,710
1243,1298
1244,386195
1245,32
1246,9529732
1247,288
1248,50141
1249,3634981
1250,171
1251,752453
1252,484488
1253,5951350
1254,31357
1255,2518663
1256,2198
1257,3970660
1258,3
1259,33
1260,2342665
1261,2005768
1262,882
1263,15280
1264,217363
1265,18680
1266,2
1267,40
1268,3324664
1269,12
1270,354900
1271,5757222
1272,1562183
1273,1149478
1274,2433545
1275,52
1276,17762
1277,552156
1278,4435830
1279,1905966
1280,2975126
1281,6153750
1282,616652
1283,1485084
1284,1933700
1285,1205153
1286,74639584
1287,8445
1288,259506
1289,17250456
1290,12672299
1291,13647639
1292,45217
1293,327139
1294,30812
1295,2433685
1296,12827
1297,1703083
1298,534244
1299,2000686
1300,20390
1301,510590
1302,19415714
1303,3897924
1304,1377996
1305,1087852
1306,519991
1307,13811227
1308,4
1309,4043964
1310,1270343
1311,149762
1312,3021946
1313,112299
1314,2087957
1315,171231440
1316,228
1317,10
1318,44
1319,387190
1320,2387
1321,19089
1322,7623052
1323,1998888
1324,60785
1325,2676796
1326,247816
1327,1270121
1328,320290
1329,31271
1330,19622
1331,6698626
1332,909172
1333,48890580
1334,160275472
1335,1183
1336,7208768
1337,9256163
1338,3651
1339,65469
1340,15803632
1341,43
1342,21007412
1343,3758452
1344,141
1345,39
1346,274
1347,63170116
1348,89
1349,25974
1350,133
1351,3922780
1352,1279692
1353,360549
1354,1104014
1355,439484
1356,3000943
1357,2542
1358,268490
1359,12963909
1360,44
1361,4764
1362,32
1363,313144
1364,68
1365,294294
1366,33455
1367,544314
1368,436512
1369,2627576
1370,2195889
1371,44548
1372,40
1373,84742920
1374,8623
1375,5067
1376,92305
1377,242
1378,11420420
1379,3955684
1380,992422
1381,294
1382,70649136
1383,788135
1384,1383
1385,414436
1386,100
1387,12225383
1388,136375
1389,14254480
1390,9457664
1391,153751
1392,573
1393,25123692
1394,37776
1395,151
1396,195978
1397,502784
1398,362
1399,18
1400,165186
1401,21730
1402,65125
1403,235871
1404,2652904
1405,9309208
1406,851432
1407,54114
1408,3563630
1409,80
1410,559958
1411,1862630
1412,88562
1413,3829162
1414,56834
1415,4815066
1416,9095433
1417,224817
1418,574122
1419,89851880
1420,95452
1421,28
1422,345972
1423,1332452
1424,2847972
1425,1142847
1426,18495
1427,47561
1428,203360
1429,14301
1430,7515710
1431,69504
1432,992469
1433,36
1434,11476
1435,118981
1436,229600
1437,65
1438,108
1439,4042
1440,256984
1441,481946
1442,5591746
1443,355630
1444,22465348
1445,18
1446,20726978
1447,13246
1448,38693784
1449,813360
1450,332
1451,3
1452,63135
1453,1062760
1454,275966
1455,405302
1456,57751
1457,11726244
1458,881
1459,3789336
1460,13385482
1461,618790
1462,86620
1463,31240472
1464,2316167
1465,1705962
1466,1977808
1467,1203
1468,306
1469,531386
1470,426199
1471,577638
1472,872297
1473,1479
1474,4855
1475,15794351
1476,16927550
1477,41012
1478,1111164
1479,4174109
1480,463941
1481,900409
1482,1135172
1483,832398
1484,45474
1485,303954
1486,1353923
1487,6423276
1488,2295207
1489,17
1490,4636
1491,12
1492,746787
1493,859
1494,70987
1495,379740
1496,162913
1497,1565822
1498,17
1499,344
1500,8383
1501,30
1502,27347
1503,6328
1504,40
1505,16061659
1506,332
1507,144087
1508,14095
1509,65968016
1510,11978889
1511,8983
1512,563
1513,48
1514,1347137
1515,77243
1516,35
1517,31211
1518,236043
1519,3597027
1520,23528
1521,112824
1522,7755232
1523,52
1524,1437992
1525,3198990
1526,1760104
1527,795606
1528,8439446
1529,9314
1530,1964916
1531,4305
1532,12
1533,1122551
1534,3
1535,46
1536,86336392
1537,692383
1538,7457
1539,218656
1540,198123
1541,2340365
1542,586414
1543,788923
1544,36268
1545,219683
1546,3400
1547,17098
1548,1280
1549,1470866
1550,23463460
1551,27433082
1552,12131241
1553,7
1554,227
1555,173489
1556,157
1557,82
1558,244430
1559,20698574
1560,386
1561,9663349
1562,3817250
1563,543511
1564,17930042
1565,835364
1566,2789217
1567,4193528
1568,54
1569,5232910
1570,5176766
1571,2012737
1572,3
1573,1815110
1574,277111
1575,372244
1576,18671
1577,20921162
1578,799642
1579,2340
1580,3087494
1581,2362516
1582,1730977
1583,6619012
1584,5430
1585,634541
1586,9155
1587,911228
1588,3667
1589,16078734
1590,4248114
1591,91
1592,22
1593,231
1594,185344
1595,49
1596,3834266
1597,16462290
1598,181524
1599,3160
1600,508
1601,1761790
1602,9
1603,391861
1604,8583048
1605,69
1606,3365070
1607,1450282
1608,891611
1609,1435838
1610,52
1611,37862
1612,810287
1613,17866342
1614,410817
1615,67841
1616,11839648
1617,3205404
1618,62
1619,8455607
1620,1313323
1621,4011499
1622,3970091
1623,813201
1624,124652
1625,10376124
1626,11804
1627,517
1628,27
1629,2895269
1630,67990
1631,118878512
1632,306
1633,325495
1634,22444704
1635,138
1636,48
1637,178966
1638,1095570
1639,228779
1640,7
1641,1719101
1642,4011197
1643,295509
1644,261158
1645,28
1646,651
1647,3125
1648,1272
1649,5
1650,94265
1651,1597392
1652,63312568
1653,80255
1654,37829
1655,4008501
1656,17782640
1657,10761837
1658,11647
1659,3
1660,10634
1661,1463676
1662,931593
1663,141298
1664,2204395
1665,2486918
1666,2117004
1667,4274
1668,22
1669,74
1670,410457
1671,8297115
1672,11302
1673,2642833
1674,4884218
1675,2306921
1676,19418454
1677,30471422
1678,3
1679,174
1680,85728
1681,3708920
1682,13110
1683,14919262
1684,16220797
1685,3515599
1686,732037
1687,1517152
1688,1434121
1689,126062752
1690,3904800
1691,3409896
1692,636223
1693,105588
1694,235
1695,372
1696,59012
1697,210896432
1698,533612
1699,4742908
1700,176699936
1701,14794493
1702,1087382
1703,70
1704,14459969
1705,410
1706,2779453
1707,3681872
1708,12
1709,175912704
1710,358
1711,84469
1712,1014679
1713,30960
1714,224
1715,1930682
1716,163940224
1717,26774502
1718,20
1719,116471
1720,341
1721,265
1722,111728
1723,397861
1724,3396674
1725,7513030
1726,241953
1727,8742973
1728,8015890
1729,340175
1730,14829696
1731,3468090
1732,151
1733,6258436
1734,989497
1735,20002
1736,62185768
1737,154
1738,25315476
1739,6
1740,431990
1741,15879
1742,260
1743,413239
1744,158139
1745,66320
1746,1291021
1747,295626
1748,232160
1749,23465
1750,1165768
1751,17219128
1752,97672
1753,816152
1754,58071
1755,3826996
1756,15
1757,38
1758,2329236
1759,4
1760,1855556
1761,1268004
1762,68
1763,552425
1764,96063112
1765,1260786
1766,20697824
1767,50
1768,619413
1769,8001
1770,46
1771,89
1772,35272
1773,2066160
1774,7834931
1775,14289
1776,3104358
1777,29
1778,61
1779,23157706
1780,35203
1781,3947428
1782,782
1783,2934478
1784,1344825
1785,35717
1786,25750308
1787,3635886
1788,4095639
1789,747863
1790,158617
1791,3561653
1792,353918
1793,9957212
1794,21
1795,6014318
1796,42
1797,3110531
1798,55972984
1799,9956300
1800,90750592
1801,934702
1802,27
1803,292821
1804,1708000
1805,62
1806,73981
1807,23287040
1808,246504
1809,4365743
1810,44
1811,11
1812,1328362
1813,475386
1814,18243202
1815,14029390
1816,1916
1817,8609018
1818,14356200
1819,137416
1820,18431
1821,397213
1822,1033272
1823,11007
1824,123709624
1825,1020091
1826,354494
1827,256952
1828,31491
1829,292014
1830,694992
1831,104704
1832,9147452
1833,3093302
1834,250516
1835,17162568
1836,1286986
1837,485025
1838,71640
1839,1864578
1840,5290
1841,21123
1842,15960273
1843,498787
1844,195872
1845,26
1846,156188
1847,34
1848,5257110
1849,50
1850,89815
1851,2072485
1852,4415668
1853,1290
1854,26061946
1855,25503570
1856,232648
1857,178
1858,104611
1859,125682456
1860,38269
1861,149
1862,12197854
1863,172178
1864,219
1865,3216013
1866,5255174
1867,4083541
1868,2844218
1869,236233
1870,20336
1871,725607
1872,170558000
1873,54909112
1874,208
1875,98
1876,12024
1877,6
1878,15489
1879,2905590
1880,881307
1881,204549
1882,720441
1883,248354
1884,7473
1885,392280
1886,66762
1887,172
1888,4797132
1889,11401768
1890,4025506
1891,32551
1892,124827
1893,207
1894,6277875
1895,4514
1896,62316024
1897,1790295
1898,193355
1899,171580
1900,3503944
1901,2336252
1902,338377
1903,37
1904,3
1905,3301488
1906,1782095
1907,54
1908,39
1909,1002364
1910,19
1911,25120052
1912,562876
1913,59302
1914,1945108
1915,10
1916,1594555
1917,1563244
1918,169
1919,25969
1920,153053
1921,320073
1922,89
1923,167
1924,927824
1925,288844
1926,8659668
1927,7264082
1928,28034
1929,78832096
1930,577702
1931,608
1932,352105
1933,626090
1934,551300
1935,1231195
1936,1718
1937,50
1938,105
1939,53125
1940,462985
1941,491749
1942,7330
1943,3410
1944,3281180
1945,3555412
1946,7477798
1947,107348
1948,845711
1949,5881718
1950,1223
1951,91152
1952,527237
1953,173761808
1954,6571
1955,14861
1956,23123
1957,363520
1958,340054
1959,2157
1960,10617526
1961,1539
1962,2276251
1963,2982057
1964,18128390
1965,16996298
1966,13514
1967,124049
1968,1471
1969,407
1970,35765
1971,2225226
1972,300940
1973,25446864
1974,38
1975,42
1976,26
1977,18474
1978,596138
1979,21899696
1980,21012
1981,304900
1982,749696
1983,253
1984,9007043
1985,2485
1986,2659214
1987,1273120
1988,313
1989,95213432
1990,11284248
1991,60198
1992,3759
1993,216157
1994,175
1995,3253867
1996,377
1997,23738
1998,594357
1999,197497
