Query ID,Predicted Cardinality
861,1
862,14
863,139258512
864,62339324
865,10640
866,336838
867,563902
868,6322232
869,37342560
870,28609366
871,62920
872,3438175
873,914585
874,1864678
875,7916068
876,262135
877,48467196
878,414982
879,128246
880,8754921
881,11092
882,6053
883,32542
884,754670
885,687467
886,811590
887,3469727
888,2363904
889,266636
890,32
891,229402
892,2299298
893,14182
894,30
895,3893154
896,1361
897,3254174
898,2227646
899,59
900,3866086
901,26
902,131515
903,297
904,7601
905,59
906,866807
907,2796003
908,1361381
909,11425
910,60
911,28969086
912,432
913,78957896
914,534864
915,260
916,815770
917,80
918,3055113
919,2482
920,4063
921,405256
922,1819991
923,120314
924,2096273
925,1437062
926,439307
927,41629
928,106
929,4228592
930,1326407
931,1062470
932,48
933,1954292
934,339
935,256389280
936,144689
937,22
938,763633
939,47005240
940,2109342
941,154
942,333
943,246704
944,82
945,165
946,46
947,27556476
948,165829
949,1538235
950,2928174
951,21
952,721504
953,610950
954,34226
955,89
956,18052
957,658
958,713263
959,552
960,2631950
961,7790
962,307314
963,789
964,2179438
965,241
966,6058812
967,1845674
968,6398130
969,95
970,1415338
971,631616
972,1097790
973,6014512
974,21379908
975,1775
976,872
977,464200
978,1
979,214
980,1261389
981,3186154
982,3423778
983,1954858
984,9665709
985,58841
986,920422
987,164
988,521119
989,5141018
990,850
991,827800
992,2770749
993,1389244
994,3720373
995,206276
996,74494
997,25
998,1865793
999,9892
1000,1223691
1001,11190839
1002,1698067
1003,1208
1004,1635785
1005,13655633
1006,1686037
1007,1364
1008,110627
1009,1243486
1010,488
1011,142
1012,461899
1013,5388270
1014,9757
1015,2325
1016,1102
1017,33513
1018,51670
1019,970205
1020,1092932
1021,236
1022,4284210
1023,248302
1024,52253
1025,994609
1026,34
1027,1105006
1028,155
1029,992904
1030,28722
1031,3747911
1032,1069714
1033,6800552
1034,19810
1035,964697
1036,264222
1037,116612
1038,6029922
1039,18
1040,8941553
1041,85998
1042,1641359
1043,518623
1044,620650
1045,13204655
1046,3463846
1047,1260789
1048,94
1049,1368585
1050,5908
1051,87
1052,241294
1053,13463630
1054,9327585
1055,214767
1056,1509869
1057,6843152
1058,1024
1059,4563781
1060,93107
1061,331393
1062,8695243
1063,3303683
1064,1192
1065,493270
1066,5097796
1067,110556
1068,37938
1069,133795
1070,571168
1071,749
1072,2372600
1073,68862
1074,261
1075,18320754
1076,444743
1077,34507
1078,63675276
1079,169748
1080,32903754
1081,35146924
1082,6983987
1083,219249
1084,831672
1085,57
1086,2844576
1087,9
1088,21310
1089,2
1090,3030907
1091,5376028
1092,5
1093,8935058
1094,29173860
1095,8444
1096,40120
1097,865286
1098,4633
1099,63274
1100,600297
1101,359586
1102,1390133
1103,13407790
1104,1378903
1105,598138
1106,2325
1107,10162397
1108,289
1109,1199
1110,78
1111,720452
1112,910844
1113,1248038
1114,379149
1115,884044
1116,2045547
1117,3404343
1118,27890
1119,395042
1120,1499
1121,1135303
1122,115697
1123,99
1124,383250
1125,29149720
1126,1476064
1127,612680
1128,62
1129,2697756
1130,44694
1131,172106
1132,191932
1133,21838878
1134,18234264
1135,6230006
1136,81
1137,22
1138,66434
1139,52759268
1140,1033
1141,291567
1142,1420959
1143,259
1144,1495164
1145,1287436
1146,572481
1147,583165
1148,364
1149,8386565
1150,14632009
1151,202459
1152,565650
1153,37459908
1154,99703
1155,685055
1156,39488644
1157,181821
1158,236450
1159,218721
1160,16810978
1161,10911085
1162,8031286
1163,6357998
1164,2292
1165,4278
1166,1449
1167,9094671
1168,16793290
1169,2
1170,4
1171,165
1172,30
1173,453137
1174,87758
1175,129522504
1176,931721
1177,1694
1178,1156185
1179,936
1180,9159114
1181,1681076
1182,20224760
1183,2529386
1184,38
1185,1969208
1186,3071836
1187,10578937
1188,40983
1189,653058
1190,191029
1191,42303444
1192,19628512
1193,38132
1194,2422
1195,2427104
1196,6960588
1197,25710212
1198,2338963
1199,29794
1200,6
1201,2
1202,4232
1203,3070870
1204,7321
1205,1734664
1206,22380324
1207,95
1208,28
1209,5228470
1210,3610978
1211,969946
1212,2704
1213,2449082
1214,3025118
1215,4601256
1216,3097314
1217,1523
1218,378466
1219,154990
1220,552
1221,19
1222,134
1223,1292868
1224,6794834
1225,56906
1226,953
1227,15650320
1228,302475
1229,15360560
1230,2074
1231,648294
1232,1430202
1233,711428
1234,30925372
1235,7
1236,2921344
1237,13396848
1238,14
1239,3021974
1240,1590810
1241,449799
1242,477
1243,1220
1244,476197
1245,38
1246,9526098
1247,137
1248,42055
1249,3853321
1250,180
1251,579025
1252,401988
1253,6733147
1254,32810
1255,2465902
1256,6412
1257,3728286
1258,3
1259,34
1260,2443499
1261,2122722
1262,1815
1263,12514
1264,279589
1265,13506
1266,2
1267,61
1268,2756608
1269,7
1270,448779
1271,5340570
1272,1421731
1273,1160105
1274,2082272
1275,43
1276,13537
1277,474485
1278,3421940
1279,3179516
1280,3027077
1281,6006390
1282,689311
1283,1293214
1284,1743544
1285,1171494
1286,140781584
1287,9996
1288,276637
1289,21322366
1290,11995008
1291,18631034
1292,36327
1293,320935
1294,29028
1295,2994354
1296,13253
1297,1923592
1298,517678
1299,3095430
1300,21870
1301,348428
1302,18008048
1303,3408837
1304,1481499
1305,1131272
1306,771170
1307,16568857
1308,3
1309,3574621
1310,1406286
1311,133495
1312,2622486
1313,126154
1314,1924322
1315,179542800
1316,186
1317,28
1318,53
1319,659811
1320,817
1321,15486
1322,10391691
1323,2266450
1324,65286
1325,6698938
1326,280202
1327,1448667
1328,360720
1329,51372
1330,15970
1331,9264817
1332,910883
1333,47563764
1334,168012112
1335,2019
1336,7508733
1337,10418383
1338,3674
1339,84670
1340,19121958
1341,119
1342,21053060
1343,4191297
1344,143
1345,31
1346,289
1347,78301472
1348,39
1349,45218
1350,217
1351,4297964
1352,1208455
1353,358759
1354,1757998
1355,302227
1356,3223048
1357,3218
1358,218263
1359,13001969
1360,46
1361,5994
1362,35
1363,323987
1364,38
1365,264632
1366,25100
1367,605992
1368,393969
1369,2850999
1370,2114222
1371,52807
1372,62
1373,79454784
1374,7905
1375,5553
1376,75661
1377,174
1378,11832333
1379,3924793
1380,903560
1381,383
1382,60550212
1383,876477
1384,1597
1385,367757
1386,65
1387,12843924
1388,306708
1389,10927059
1390,9924732
1391,163062
1392,557
1393,25532234
1394,40908
1395,139
1396,152050
1397,454489
1398,328
1399,56
1400,244446
1401,15989
1402,72930
1403,251240
1404,2683062
1405,10366786
1406,912140
1407,62890
1408,3816747
1409,46
1410,367771
1411,1731940
1412,57809
1413,3395812
1414,63550
1415,5580404
1416,11396920
1417,234701
1418,698519
1419,67640952
1420,71986
1421,25
1422,353333
1423,1245957
1424,2436727
1425,927000
1426,20516
1427,52325
1428,216925
1429,12056
1430,5964395
1431,66110
1432,944648
1433,28
1434,38634
1435,165254
1436,477939
1437,48
1438,81
1439,3055
1440,290396
1441,568498
1442,5507618
1443,513733
1444,24885374
1445,18
1446,21824220
1447,16346
1448,37266424
1449,917322
1450,233
1451,3
1452,48991
1453,1029103
1454,289376
1455,514411
1456,86764
1457,11387034
1458,1153
1459,3357466
1460,15190293
1461,375108
1462,114439
1463,24876216
1464,2370636
1465,1670584
1466,2055683
1467,2764
1468,275
1469,500523
1470,528641
1471,602989
1472,865928
1473,891
1474,5446
1475,18951884
1476,17652062
1477,51737
1478,1136859
1479,3813673
1480,429253
1481,843631
1482,1061109
1483,949119
1484,18460
1485,292397
1486,1689467
1487,5371052
1488,1974105
1489,25
1490,5476
1491,9
1492,772068
1493,816
1494,85849
1495,244726
1496,198264
1497,1641202
1498,19
1499,324
1500,9945
1501,27
1502,25290
1503,6956
1504,38
1505,17572550
1506,302
1507,94443
1508,10370
1509,55380528
1510,11291567
1511,8377
1512,443
1513,90
1514,1515963
1515,79084
1516,41
1517,30973
1518,357090
1519,3838350
1520,24442
1521,105132
1522,7458503
1523,64
1524,1674056
1525,2353635
1526,1619161
1527,622010
1528,8755213
1529,8255
1530,2389540
1531,4954
1532,12
1533,1674765
1534,2
1535,31
1536,94934168
1537,827068
1538,7886
1539,218451
1540,187852
1541,2382454
1542,661028
1543,641023
1544,34880
1545,140398
1546,4914
1547,16806
1548,2442
1549,1558616
1550,23971732
1551,28544396
1552,12796195
1553,4
1554,243
1555,148901
1556,153
1557,294
1558,247869
1559,21429920
1560,584
1561,9715336
1562,3660152
1563,655737
1564,19738702
1565,738445
1566,2479071
1567,5027580
1568,57
1569,6277654
1570,5588223
1571,2299148
1572,4
1573,1731963
1574,269371
1575,287032
1576,13931
1577,23211212
1578,774789
1579,2977
1580,2997191
1581,2352884
1582,1746601
1583,7344285
1584,11109
1585,456677
1586,8745
1587,956953
1588,3072
1589,15223213
1590,3427424
1591,117
1592,16
1593,244
1594,210177
1595,76
1596,3672869
1597,18459584
1598,207140
1599,2651
1600,515
1601,2116074
1602,9
1603,378671
1604,9717060
1605,72
1606,3194619
1607,1387006
1608,845962
1609,1463041
1610,55
1611,42197
1612,895738
1613,20469916
1614,409376
1615,85983
1616,12580638
1617,3100444
1618,68
1619,8770030
1620,1598663
1621,3496287
1622,3462026
1623,913633
1624,97519
1625,10203280
1626,14621
1627,519
1628,50
1629,2983550
1630,72297
1631,105924896
1632,277
1633,277422
1634,20330348
1635,154
1636,83
1637,289243
1638,1027484
1639,237178
1640,11
1641,2200270
1642,4269624
1643,275910
1644,261916
1645,34
1646,730
1647,3117
1648,2184
1649,6
1650,105030
1651,2093942
1652,69336600
1653,83398
1654,27217
1655,3491286
1656,15247128
1657,11224979
1658,22324
1659,2
1660,6599
1661,1684125
1662,895558
1663,227927
1664,2025235
1665,2424541
1666,1869813
1667,2554
1668,17
1669,64
1670,367079
1671,7882364
1672,15024
1673,2769048
1674,6014426
1675,2410544
1676,22162660
1677,28124914
1678,3
1679,451
1680,94293
1681,3304474
1682,12531
1683,15077199
1684,21627224
1685,2909038
1686,758729
1687,2023148
1688,1573496
1689,138618512
1690,4823155
1691,3691291
1692,1136808
1693,122156
1694,330
1695,390
1696,58569
1697,181883168
1698,299699
1699,4779674
1700,171007200
1701,22734236
1702,1180169
1703,56
1704,15096133
1705,730
1706,3271846
1707,4116978
1708,8
1709,184948720
1710,415
1711,70152
1712,752928
1713,28391
1714,504
1715,2137898
1716,161342528
1717,29660422
1718,26
1719,93064
1720,253
1721,1199
1722,155104
1723,447367
1724,3600957
1725,9161927
1726,239864
1727,8427084
1728,7800612
1729,354646
1730,14948343
1731,3169803
1732,27
1733,7863840
1734,1018788
1735,14251
1736,45012888
1737,873
1738,26245020
1739,4
1740,253904
1741,14474
1742,274
1743,323662
1744,150100
1745,60877
1746,2368569
1747,191569
1748,207475
1749,29907
1750,1129787
1751,19059256
1752,102032
1753,823612
1754,70927
1755,3373183
1756,22
1757,45
1758,2188964
1759,4
1760,1690894
1761,1259940
1762,91
1763,593672
1764,72321912
1765,1313369
1766,20343538
1767,52
1768,707689
1769,7060
1770,64
1771,109
1772,39339
1773,1760773
1774,7945126
1775,21507
1776,3281402
1777,29
1778,64
1779,24363400
1780,47976
1781,3449071
1782,711
1783,2933258
1784,1498512
1785,38943
1786,22105288
1787,3212862
1788,5654807
1789,570098
1790,262983
1791,3580944
1792,357034
1793,9961790
1794,9
1795,5822587
1796,41
1797,3618151
1798,58063320
1799,7745756
1800,105772672
1801,932416
1802,28
1803,310731
1804,1945279
1805,186
1806,55878
1807,26990054
1808,269677
1809,4320757
1810,57
1811,12
1812,1361420
1813,525714
1814,16157682
1815,14412827
1816,3204
1817,8895183
1818,8248562
1819,180454
1820,19428
1821,500528
1822,1296942
1823,9703
1824,125647464
1825,990655
1826,231824
1827,247932
1828,24110
1829,298982
1830,549811
1831,162428
1832,8729185
1833,3000062
1834,242842
1835,17310806
1836,1362503
1837,482364
1838,72837
1839,1707766
1840,3711
1841,59858
1842,17668600
1843,552875
1844,166257
1845,24
1846,327019
1847,35
1848,5477274
1849,52
1850,96407
1851,1455944
1852,4124519
1853,1142
1854,26422724
1855,27313208
1856,217994
1857,253
1858,95265
1859,149819200
1860,68858
1861,82
1862,8494216
1863,157997
1864,240
1865,3161808
1866,6205014
1867,5161371
1868,3264313
1869,219368
1870,34724
1871,623535
1872,164300192
1873,89914960
1874,86
1875,93
1876,7288
1877,6
1878,16516
1879,2922344
1880,810810
1881,314186
1882,749171
1883,235759
1884,9343
1885,341635
1886,104356
1887,180
1888,3957477
1889,10814534
1890,3550509
1891,37356
1892,126968
1893,235
1894,5477551
1895,6531
1896,55170304
1897,1795438
1898,210416
1899,217738
1900,3534839
1901,2189976
1902,341551
1903,25
1904,2
1905,3785832
1906,2137998
1907,149
1908,32
1909,789197
1910,32
1911,25123598
1912,470396
1913,74467
1914,1475025
1915,11
1916,1680264
1917,2175819
1918,63
1919,16001
1920,188728
1921,318692
1922,95
1923,187
1924,1056422
1925,279979
1926,9777593
1927,6167562
1928,21762
1929,54943056
1930,501745
1931,623
1932,480116
1933,684488
1934,484819
1935,1300759
1936,2303
1937,52
1938,99
1939,57451
1940,571563
1941,597073
1942,9490
1943,3668
1944,3435061
1945,3335477
1946,5937744
1947,170834
1948,749833
1949,5287111
1950,1543
1951,98335
1952,600854
1953,181972016
1954,7255
1955,14952
1956,27470
1957,301188
1958,314884
1959,2449
1960,11085192
1961,1979
1962,2656478
1963,3069950
1964,17687216
1965,15525744
1966,14898
1967,75595
1968,1612
1969,251
1970,64807
1971,2078923
1972,378792
1973,28654476
1974,49
1975,47
1976,18
1977,13909
1978,768402
1979,21903580
1980,19148
1981,310434
1982,917735
1983,347
1984,9295830
1985,3687
1986,2783307
1987,1200719
1988,98
1989,106288792
1990,11577411
1991,58023
1992,3033
1993,230298
1994,108
1995,3124293
1996,430
1997,22264
1998,701540
1999,187825
